S,Lemma,RS,S,Lemma,RS,S,Lemma,RS,S,Lemma,RS,S,Lemma,RS
,каста,6.36,,кастовый,0.42,,,,,,,,,
,чушь,6.35,,,,,,,,,,,,
,доминировать,6.32,,доминирующий,5.29,,доминанта,3.09,,доминантный,1.40,,,
,достойно,6.32,,достойнейший,0.86,,,,,,,,,
,уповать,6.30,,упование,3.61,,,,,,,,,
,вольт,6.30,,вольтов,2.25,,,,,,,,,
,голливудский,6.30,,,,,,,,,,,,
,литовский,6.29,,литовец,5.90,,литовка,5.78,,,,,,
,банкрот,6.28,,банкротство,3.73,,банкротить,0.69,,обанкротить,0.68,,,
,забытье,6.26,,,,,,,,,,,,
,фас,6.26,,фасция,4.92,,,,,,,,,
,бомбардир,6.26,,,,,,,,,,,,
,праймер,6.25,,,,,,,,,,,,
,облечь,6.25,,облечься,3.96,,облекаться,3.17,,облекать,2.37,,,
,трансмиссия,6.24,,,,,,,,,,,,
,цитокин,6.24,,цитокиновый,0.56,,,,,,,,,
,по-прежнему,6.23,,,,,,,,,,,,
,зарубежье,6.21,,,,,,,,,,,,
,мнимый,6.18,,мнимость,0.52,,,,,,,,,
,строфа,6.15,,,,,,,,,,,,
,палестинец,6.12,,палестинский,2.53,,,,,,,,,
,рациональный,6.11,,рационально,2.61,,,,,,,,,
,директива,6.08,,директивный,0.55,,,,,,,,,
,уральский,6.08,,,,,,,,,,,,
,увесисто,6.07,,,,,,,,,,,,
,старательно,6.06,,,,,,,,,,,,
,алгебра,6.05,,,,,,,,,,,,
,иранец,6.04,,иранский,5.44,,,,,,,,,
,маевка,6.03,,маяться,2.51,,умаяться,1.23,,маять,1.08,,маета,0.98
,незамеченный,6.02,,замечательно,4.90,,,,,,,,,
,экстремал,6.01,,экстремист,1.84,,экстремум,1.50,,экстремизм,1.05,,,
,кран,6.01,,кранец,2.64,,крановый,1.76,,крановщик,1.54,,,
,феодал,6.00,,феодальный,2.48,,феодализм,1.94,,,,,,
,лихорадка,6.00,,лихорадить,1.94,,лихорадочный,1.02,,,,,,
,абитуриент,6.00,,,,,,,,,,,,
,алименты,6.00,,,,,,,,,,,,
,сподвижник,6.00,,,,,,,,,,,,
,упрощенный,5.99,,упрощенно,2.55,,,,,,,,,
,ренессанс,5.99,,ренессансный,0.94,,,,,,,,,
,катализатор,5.97,,катализ,3.07,,,,,,,,,
,интерфейс,5.95,,интерфейсный,0.42,,,,,,,,,
,бостон,5.93,,бостоновый,1.02,,бостонский,0.72,,,,,,
,калужский,5.93,,калужанин,2.73,,,,,,,,,
,солидно,5.92,,несолидно,0.41,,,,,,,,,
,хвастун,5.90,,хвастаться,4.51,,похвастаться,3.01,,похвастать,2.38,,хвастать,1.87
,агрофирма,5.90,,агрохолдинг,1.67,,агропромбанк,0.67,,,,,,
,фермент,5.90,,ферментный,1.10,,,,,,,,,
,опять-таки,5.89,,,,,,,,,,,,
,магний,5.87,,магниевый,1.95,,,,,,,,,
,блеклый,5.83,,поблекнуть,3.11,,блекнуть,2.15,,,,,,
,сердито,5.81,,,,,,,,,,,,
,абориген,5.80,,,,,,,,,,,,
,вакансия,5.80,,,,,,,,,,,,
,периметр,5.80,,,,,,,,,,,,
,рязанский,5.77,,,,,,,,,,,,
,энтузиаст,5.77,,,,,,,,,,,,
,серийный,5.77,,,,,,,,,,,,
,петровский,5.76,,петров,1.52,,,,,,,,,
,литера,5.73,,литер,5.30,,литерный,0.82,,,,,,
,взрастить,5.73,,,,,,,,,,,,
,радикальный,5.72,,,,,,,,,,,,
,анонимный,5.72,,аноним,4.28,,анонимка,3.19,,,,,,
,приемка,5.72,,приемчик,3.50,,,,,,,,,
,клинический,5.71,,клинский,4.16,,клинически,1.56,,,,,,
,протеин,5.70,,,,,,,,,,,,
,протон,5.70,,,,,,,,,,,,
,сорбент,5.66,,сорбция,2.15,,абсорбент,1.82,,абсорбция,1.36,,десорбция,1.11
,ярославский,5.65,,ярославец,1.89,,,,,,,,,
,ординарец,5.63,,ординарный,0.49,,,,,,,,,
,африканец,5.63,,африканский,4.24,,,,,,,,,
,альтернатива,5.62,,,,,,,,,,,,
,бюрократ,5.61,,бюрократия,2.74,,бюрократизм,0.96,,,,,,
,иванов,5.61,,ивановский,3.31,,,,,,,,,
,тщательный,5.58,,тщиться,2.99,,тщание,2.98,,тщательность,1.75,,,
,полезно,5.56,,,,,,,,,,,,
,справедливо,5.54,,,,,,,,,,,,
,капризный,5.52,,каприз,4.46,,капризничать,1.90,,капризно,1.54,,,
,уставной,5.52,,неуставной,0.67,,,,,,,,,
,халява,5.52,,халявный,1.81,,,,,,,,,
,негде,5.51,,,,,,,,,,,,
,псковский,5.51,,,,,,,,,,,,
,реферат,5.51,,референт,2.52,,,,,,,,,
,теорема,5.50,,,,,,,,,,,,
,эйфория,5.50,,,,,,,,,,,,
,нацист,5.49,,нацизм,0.99,,нацистский,0.72,,,,,,
,свирепый,5.49,,свирепеть,1.84,,рассвирепеть,1.49,,свирепо,1.01,,свирепость,0.34
,конденсатор,5.48,,конденсат,3.08,,конденсация,1.04,,,,,,
,любезно,5.43,,любезнейший,1.45,,,,,,,,,
,сознательно,5.41,,,,,,,,,,,,
,диспут,5.40,,,,,,,,,,,,
,ингредиент,5.40,,,,,,,,,,,,
,туземец,5.39,,туземный,1.16,,,,,,,,,
,эн,5.37,,,,,,,,,,,,
,переносной,5.37,,,,,,,,,,,,
,молдаванин,5.35,,молдаванка,3.68,,молдавский,3.63,,молдаван,3.27,,,
,доктрина,5.35,,,,,,,,,,,,
,кировский,5.34,,,,,,,,,,,,
,зуд,5.32,,зудеть,2.81,,подзуживать,0.66,,,,,,
,аксиома,5.31,,,,,,,,,,,,
,разорить,5.31,,разорять,2.45,,разорение,1.62,,разориться,1.43,,разор,1.28
,генетический,5.31,,генетически,2.95,,,,,,,,,
,инфракрасный,5.29,,,,,,,,,,,,
,семит,5.29,,антисемит,4.06,,антисемитизм,1.62,,семитский,1.57,,,
,брокер,5.26,,брокерский,0.80,,,,,,,,,
,реанимация,5.26,,реаниматор,2.86,,,,,,,,,
,сенсация,5.25,,,,,,,,,,,,
,смущенно,5.25,,,,,,,,,,,,
,тюменский,5.25,,,,,,,,,,,,
,ажиотаж,5.24,,ажиотажный,0.99,,,,,,,,,
,альфа,5.20,,,,,,,,,,,,
,инцидент,5.20,,,,,,,,,,,,
,коррекция,5.20,,,,,,,,,,,,
,тиран,5.20,,тирания,1.21,,тиранство,0.38,,тиранический,0.11,,,
,дрессировщик,5.19,,дрессура,2.47,,дрессировка,2.02,,дрессировать,1.55,,,
,австрийский,5.19,,,,,,,,,,,,
,чепуха,5.17,,чепуховый,0.52,,,,,,,,,
,скептик,5.17,,скепсис,2.02,,скептически,1.52,,скептицизм,1.03,,скептический,0.82
,радикал,5.17,,радикально,3.16,,радикализм,0.88,,,,,,
,этический,5.16,,этичный,1.59,,неэтичный,0.35,,,,,,
,империал,5.16,,империалист,1.29,,империализм,1.06,,,,,,
,идентичный,5.15,,идентичность,4.33,,,,,,,,,
,магистр,5.14,,магистрат,1.47,,магистратура,0.77,,,,,,
,узнаваемый,5.13,,неузнаваемо,0.92,,неузнанный,0.78,,узнаваемость,0.74,,,
,эллин,5.13,,эллинский,0.91,,эллинизм,0.73,,,,,,
,вердикт,5.13,,,,,,,,,,,,
,пролетариат,5.13,,,,,,,,,,,,
,учудить,5.12,,,,,,,,,,,,
,диаспора,5.10,,,,,,,,,,,,
,стресс,5.08,,стрессовый,1.12,,,,,,,,,
,абстрактный,5.08,,абстрактно,1.28,,,,,,,,,
,стихийный,5.05,,стихийно,2.98,,стихийность,0.72,,,,,,
,нейтральный,5.05,,нейтралитет,2.24,,нейтраль,1.56,,нейтрально,1.55,,,
,монополист,5.04,,монополия,4.53,,монополизм,0.87,,,,,,
,эмиссия,5.03,,эмиссионный,1.39,,допэмиссия,0.73,,,,,,
,корейский,5.02,,,,,,,,,,,,
,компетенция,5.00,,,,,,,,,,,,
,реприза,5.00,,,,,,,,,,,,
,протектор,4.99,,протекторат,0.47,,протективный,0.46,,,,,,
,плут,4.94,,плутать,3.09,,заплутать,1.59,,заплутаться,0.86,,плутовской,0.63
,радетель,4.94,,радеть,3.89,,радение,2.76,,нерадивый,0.90,,нерадивость,0.12
,недоверие,4.94,,недоверчивый,2.52,,недоверчиво,2.36,,неверность,0.59,,,
,криминальный,4.92,,,,,,,,,,,,
,мета,4.92,,,,,,,,,,,,
,курьез,4.92,,курьезный,2.43,,,,,,,,,
,буржуазия,4.91,,буржуазный,3.37,,буржуазность,0.42,,,,,,
,форс,4.91,,форсировать,3.43,,форсирование,1.47,,,,,,
,коалиция,4.91,,коалиционный,1.07,,,,,,,,,
,анатомия,4.90,,,,,,,,,,,,
,баталия,4.88,,,,,,,,,,,,
,селекция,4.83,,селекционер,3.77,,,,,,,,,
,эго,4.82,,эгоист,2.83,,эгоизм,1.86,,эгоистичный,0.83,,эгоистка,0.79
,маньяк,4.80,,,,,,,,,,,,
,мексиканец,4.80,,мексиканский,2.77,,,,,,,,,
,брянский,4.80,,,,,,,,,,,,
,неуклюже,4.80,,,,,,,,,,,,
,непокорный,4.79,,покорно,4.21,,покорнейше,0.46,,,,,,
,лондонский,4.78,,лондонец,2.55,,,,,,,,,
,положим,4.78,,положено,4.56,,положительно,3.19,,,,,,
,загадочно,4.73,,,,,,,,,,,,
,эрозия,4.71,,эрозионный,0.61,,,,,,,,,
,унтер,4.70,,,,,,,,,,,,
,паче,4.70,,,,,,,,,,,,
,тыща,4.70,,,,,,,,,,,,
,центнер,4.69,,,,,,,,,,,,
,бензол,4.68,,,,,,,,,,,,
,печально,4.67,,,,,,,,,,,,
,повадка,4.66,,спровадить,2.55,,отвадить,1.62,,повадиться,1.54,,,
,удостоверять,4.65,,,,,,,,,,,,
,внятно,4.65,,невнятность,0.25,,,,,,,,,
,алтайский,4.64,,,,,,,,,,,,
,суматоха,4.63,,суматошный,1.18,,суматошно,0.67,,,,,,
,убогий,4.62,,убого,1.22,,,,,,,,,
,ладушки,4.62,,ладненький,3.00,,неполадка,1.72,,неладное,0.65,,ладно-ладно,0.26
,дружбан,4.61,,недружелюбно,0.31,,,,,,,,,
,новгородский,4.60,,новгородец,3.49,,,,,,,,,
,оксид,4.59,,диоксид,1.80,,оксидный,1.13,,,,,,
,путч,4.58,,путчист,1.25,,,,,,,,,
,абсурд,4.58,,абсурдный,1.88,,абсурдно,1.15,,абсурдность,0.77,,,
,гепатит,4.58,,,,,,,,,,,,
,необычайно,4.57,,,,,,,,,,,,
,оккупант,4.57,,оккупация,2.68,,оккупировать,1.52,,,,,,
,трактат,4.56,,,,,,,,,,,,
,понурый,4.56,,понурить,2.39,,понуриться,1.93,,изнурять,0.81,,изнурить,0.69
,свердловский,4.55,,,,,,,,,,,,
,млеть,4.52,,обомлеть,2.79,,сомлеть,1.67,,разомлеть,1.65,,,
,складно,4.51,,нескладный,3.18,,нескладно,0.97,,,,,,
,развеселый,4.50,,невесело,2.60,,,,,,,,,
,дознаватель,4.50,,,,,,,,,,,,
,минский,4.50,,,,,,,,,,,,
,чудесно,4.50,,,,,,,,,,,,
,ассигнация,4.49,,ассигнование,2.21,,ассигновать,0.52,,,,,,
,смутно,4.46,,,,,,,,,,,,
,маркетинг,4.46,,,,,,,,,,,,
,эрудит,4.46,,эрудиция,2.73,,,,,,,,,
,федерал,4.46,,федерализм,1.47,,,,,,,,,
,осетин,4.45,,осетинский,1.11,,,,,,,,,
,матировать,4.45,,,,,,,,,,,,
,якут,4.45,,якутский,1.54,,,,,,,,,
,инфляция,4.44,,инфляционный,0.75,,,,,,,,,
,незаурядный,4.44,,,,,,,,,,,,
,габарит,4.43,,габаритный,1.21,,,,,,,,,
,медиальный,4.43,,,,,,,,,,,,
,субъективный,4.42,,субъективно,1.59,,,,,,,,,
,скороговорка,4.40,,,,,,,,,,,,
,каторга,4.39,,каторжник,1.83,,каторжный,1.28,,каторжанин,0.85,,,
,котировка,4.39,,котироваться,0.82,,,,,,,,,
,фазовый,4.39,,межфазный,0.81,,,,,,,,,
,криминалист,4.39,,криминал,2.18,,криминалитет,0.32,,,,,,
,вертолетный,4.38,,,,,,,,,,,,
,шибко,4.38,,,,,,,,,,,,
,бином,4.37,,,,,,,,,,,,
,идиотский,4.37,,идиотизм,1.63,,идиотический,0.64,,идиотство,0.46,,,
,ироничный,4.36,,иронически,3.81,,иронический,3.49,,иронично,2.91,,,
,неуверенно,4.35,,,,,,,,,,,,
,квант,4.34,,квантовый,4.29,,,,,,,,,
,авантюра,4.34,,авантюрный,4.21,,авантюрист,2.81,,авантюризм,0.76,,авантюристка,0.72
,мешкать,4.32,,замешкаться,2.83,,,,,,,,,
,трибунал,4.32,,,,,,,,,,,,
,скитание,4.31,,скитаться,3.43,,скиталец,2.65,,,,,,
,бедолага,4.30,,,,,,,,,,,,
,лобби,4.28,,лоббист,3.29,,лоббировать,1.82,,лоббизм,1.31,,лоббистский,0.70
,нарожать,4.28,,,,,,,,,,,,
,иго,4.27,,,,,,,,,,,,
,тиф,4.26,,тифозный,0.78,,,,,,,,,
,шантаж,4.26,,шантажист,0.85,,,,,,,,,
,линять,4.25,,линялый,3.96,,слинять,3.96,,вылинять,2.59,,полинять,2.00
,рейх,4.25,,,,,,,,,,,,
,будоражить,4.25,,взбудоражить,2.30,,,,,,,,,
,ревизия,4.24,,ревизионный,1.43,,ревизионист,0.65,,ревизионизм,0.33,,,
,ропот,4.24,,роптать,3.34,,безропотно,2.43,,безропотный,2.00,,,
,минимизация,4.22,,,,,,,,,,,,
,троицкий,4.20,,,,,,,,,,,,
,кооперация,4.20,,кооператор,3.87,,,,,,,,,
,евангельский,4.20,,,,,,,,,,,,
,амплитуда,4.20,,амплитудный,0.44,,,,,,,,,
,принято,4.19,,,,,,,,,,,,
,невропатолог,4.18,,невротик,0.96,,невроз,0.95,,,,,,
,ростовский,4.18,,ростовчанин,1.77,,,,,,,,,
,столетний,4.17,,столетье,1.80,,,,,,,,,
,прототип,4.16,,прототипный,0.66,,,,,,,,,
,египетский,4.16,,,,,,,,,,,,
,героин,4.15,,героиновый,0.38,,,,,,,,,
,тамошний,4.15,,,,,,,,,,,,
,акустика,4.14,,акустический,1.65,,,,,,,,,
,прецедент,4.14,,прецедентный,0.66,,,,,,,,,
,законно,4.13,,незаконно,0.95,,незаконность,0.22,,,,,,
,харьковский,4.12,,харьковчанин,2.03,,,,,,,,,
,муниципал,4.12,,,,,,,,,,,,
,галдеть,4.11,,загалдеть,2.20,,галдеж,1.33,,,,,,
,визуальный,4.10,,визуализация,2.79,,визуально,2.55,,,,,,
,умно,4.08,,неумный,0.44,,неумно,0.30,,,,,,
,чересчур,4.08,,,,,,,,,,,,
,симптом,4.07,,симптоматика,0.95,,,,,,,,,
,грациозный,4.07,,грациозно,1.94,,,,,,,,,
,радушный,4.06,,радушно,2.59,,радушие,1.97,,,,,,
,фальшь,4.06,,фальшивый,4.03,,сфальшивить,3.99,,фальшивка,3.76,,фальшборт,1.56
,скупой,4.05,,скупо,3.25,,скупиться,1.44,,поскупиться,1.40,,скуповатый,0.97
,ипотечный,4.02,,,,,,,,,,,,
,владимирский,4.02,,,,,,,,,,,,
,привилегия,4.01,,,,,,,,,,,,
,импровизация,4.01,,,,,,,,,,,,
,кило,4.00,,,,,,,,,,,,
,призовой,4.00,,,,,,,,,,,,
,фарс,3.99,,фарсовый,0.65,,,,,,,,,
,первозданный,3.99,,,,,,,,,,,,
,прагматик,3.98,,прагматизм,1.79,,прагматичный,1.28,,прагматика,0.88,,прагматично,0.65
,гигиена,3.98,,,,,,,,,,,,
,афера,3.98,,,,,,,,,,,,
,лукаво,3.97,,,,,,,,,,,,
,моделировать,3.97,,моделирующий,2.60,,,,,,,,,
,гоголевский,3.94,,,,,,,,,,,,
,утилизация,3.93,,утиль,3.87,,,,,,,,,
,исполком,3.91,,,,,,,,,,,,
,варшавский,3.90,,,,,,,,,,,,
,саудовский,3.90,,,,,,,,,,,,
,счас,3.90,,,,,,,,,,,,
,практичный,3.90,,практичность,0.75,,,,,,,,,
,автономия,3.89,,,,,,,,,,,,
,кинетика,3.89,,кинетический,1.87,,,,,,,,,
,сотворять,3.88,,,,,,,,,,,,
,ацетон,3.87,,ацетат,3.55,,,,,,,,,
,игнорировать,3.86,,,,,,,,,,,,
,изъян,3.85,,,,,,,,,,,,
,мания,3.85,,,,,,,,,,,,
,фигня,3.85,,,,,,,,,,,,
,нью-йоркский,3.85,,,,,,,,,,,,
,сердечно,3.84,,сердешный,2.33,,,,,,,,,
,тайм,3.84,,,,,,,,,,,,
,тамбовский,3.82,,,,,,,,,,,,
,гвардейский,3.82,,,,,,,,,,,,
,юродивый,3.82,,юродство,1.14,,юродствовать,0.88,,,,,,
,невозмутимо,3.81,,,,,,,,,,,,
,вологодский,3.81,,,,,,,,,,,,
,сюр,3.81,,,,,,,,,,,,
,клоунада,3.80,,,,,,,,,,,,
,диалект,3.79,,диалектика,3.08,,диалектный,0.85,,,,,,
,мямлить,3.79,,промямлить,2.59,,,,,,,,,
